Number,Region,AreaName,EncounterRate
41,Kanto,Seafoam Islands (B2F),100
41,Kanto,Seafoam Islands (B3F),100
41,Kanto,Seafoam Islands (B4F),100
41,Kanto,Victory Road 1 (1F),100
41,Kanto,Victory Road 1 (2F),100
41,Kanto,Victory Road 1 (3F),100
41,Kanto,Victory Road 2 (1F),20
41,Kanto,Victory Road 2 (2F),15
41,Kanto,Victory Road 2 (3F),15
41,Sinnoh,Acuity Lakefront,10
41,Sinnoh,Iron Island (1F),10
41,Sinnoh,Lost Tower (1F),60
41,Sinnoh,Lost Tower (2F),60
41,Sinnoh,Lost Tower (3F),59
41,Sinnoh,Lost Tower (4F),55
41,Sinnoh,Lost Tower (5F),50
41,Sinnoh,Mount Coronet (1F Road 207),100
41,Sinnoh,Mount Coronet (1F Road 211),30
41,Sinnoh,Mount Coronet (4F),90
41,Sinnoh,Mount Coronet (B1F),90
41,Sinnoh,Oreburgh Gate (1F),50
41,Sinnoh,Oreburgh Gate (B1F),100
41,Sinnoh,Oreburgh mine (1F),25
41,Sinnoh,Oreburgh mine (B1F),25
41,Sinnoh,Ravaged Path,100
41,Sinnoh,Road 203,10
41,Sinnoh,"Road 204 (north, towards Floaroma Town)",10
41,Sinnoh,"Road 204 (south, towards Jubilife City)",10
41,Sinnoh,Road 206,10
41,Sinnoh,Road 207,10
41,Sinnoh,Road 208,20
41,Sinnoh,Road 209,10
41,Sinnoh,"Road 211 (east, towards Celestic Town)",10
41,Sinnoh,"Road 211 (west, towards Eterna City)",10
41,Sinnoh,Road 214,10
41,Sinnoh,Road 216,10
41,Sinnoh,Road 217,10
41,Sinnoh,Wayward Cave (1F),61
41,Sinnoh,Wayward Cave (B1F),51
41,Unova,Castelia Sewers,45
41,Unova,Castelia Sewers (unknown area 38),45
42,Alola,Digletts Tunnel Area,15
42,Alola,Lush Jungle East Cave,39
42,Alola,Memorial Hill Area,15
42,Alola,Mount Lanakila Cave,30
42,Alola,Resolution Cave Area,70
42,Alola,Thrifty Megamart Abandoned Site,40
42,Alola,Vast Poni Canyon Inside,30
42,Alola,Vast Poni Canyon Northwest,100
42,Hoenn,Cave of Origin (1F),10
42,Hoenn,Cave of Origin (B1F),10
42,Hoenn,Cave of Origin (B2F),10
42,Hoenn,Cave of Origin (B3F),10
42,Hoenn,Cave of Origin (entrance),10
42,Hoenn,Meteor Falls (B1F),100
42,Hoenn,Meteor Falls (back),100
42,Hoenn,Meteor Falls (back/small room),100
42,Hoenn,Seafloor Cavern,15
42,Hoenn,Shoal Cave,5
42,Hoenn,Shoal Cave (B1F),5
42,Hoenn,Shoal Cave B2F,5
42,Hoenn,Shoal Cave B3F,5
42,Hoenn,Shoal Cave Low Tide,5
42,Hoenn,Sky Pillar (1F),60
42,Hoenn,Sky Pillar (3F),60
42,Hoenn,Sky Pillar (5F),60
42,Hoenn,Victory Road (1F),25
42,Hoenn,Victory Road (B1F),35
42,Hoenn,Victory Road (B2F),100
42,Johto,Dark Cave (Blackthorn City entrance),15
42,Johto,Ice Path (1F),100
42,Johto,Ice Path (B1F),100
42,Johto,Ice Path (B2F),100
42,Johto,Ice Path (B3F),100
42,Johto,Mount Mortar (1F),30
42,Johto,Mount Mortar (B1F),60
42,Johto,Mount Mortar (Lower Cave),15
42,Johto,Mount Mortar (Upper Cave),25
42,Johto,Mount Silver (1F top),5
42,Johto,Mount Silver (1F),20
42,Johto,Mount Silver (2F),80
42,Johto,Mount Silver (3F),5
42,Johto,Mount Silver (4F),5
42,Johto,Mount Silver (mountainside),40
42,Johto,Mount Silver (outside),30
42,Johto,Mount Silver (top),100
42,Johto,Road 42,15
42,Johto,Road 47 (inside cave),24
42,Johto,Safari Zone Mountain,30
42,Johto,Safari Zone Savannah,10
42,Johto,Slowpoke Well (B1F),5
42,Johto,Tohjo Falls,20
42,Johto,Union Cave (B2F),90
42,Johto,Whirl Islands (1F),15
42,Johto,Whirl Islands (B1F),20
42,Johto,Whirl Islands (B2F),20
42,Johto,Whirl Islands (B3F),20
42,Kanto,Cerulean Cave (1F),100
42,Kanto,Cerulean Cave (2F),100
42,Kanto,Cerulean Cave (B1F),100
42,Kanto,Icefall Cave (1F),25
42,Kanto,Icefall Cave (B1F),25
42,Kanto,Icefall Cave (entrance),25
42,Kanto,Icefall Cave (waterfall),25
42,Kanto,Lost Cave (item rooms),10
42,Kanto,Lost Cave (room 1),20
42,Kanto,Lost Cave (room 10),20
42,Kanto,Lost Cave (room 2),20
42,Kanto,Lost Cave (room 3),20
42,Kanto,Lost Cave (room 4),20
42,Kanto,Lost Cave (room 5),20
42,Kanto,Lost Cave (room 6),20
42,Kanto,Lost Cave (room 7),20
42,Kanto,Lost Cave (room 8),20
42,Kanto,Lost Cave (room 9),20
42,Kanto,Pokemon Tower (3F),100
42,Kanto,Pokemon Tower (4F),100
42,Kanto,Pokemon Tower (5F),100
42,Kanto,Pokemon Tower (6F),100
42,Kanto,Road 28,30
42,Kanto,Rock Tunnel (1F),100
42,Kanto,Rock Tunnel (B1F),100
42,Kanto,Seafoam Islands (1F),100
42,Kanto,Seafoam Islands (B1F),100
42,Kanto,Seafoam Islands (B2F),100
42,Kanto,Seafoam Islands (B3F),100
42,Kanto,Seafoam Islands (B4F),100
42,Kanto,Victory Road 1 (1F),100
42,Kanto,Victory Road 1 (2F),100
42,Kanto,Victory Road 1 (3F),100
42,Kanto,Victory Road 2 (1F),5
42,Kanto,Victory Road 2 (2F),10
42,Kanto,Victory Road 2 (3F),20
42,Sinnoh,Iron Island (1F),10
42,Sinnoh,Iron Island (B1F left),20
42,Sinnoh,Iron Island (B1F right),20
42,Sinnoh,Iron Island (B2F left),20
42,Sinnoh,Iron Island (B2F right),20
42,Sinnoh,Iron Island (B3F),20
42,Sinnoh,Lost Tower (3F),1
42,Sinnoh,Lost Tower (4F),5
42,Sinnoh,Lost Tower (5F),10
42,Sinnoh,Mount Coronet (1F Road 207),10
42,Sinnoh,Mount Coronet (1F Road 216),20
42,Sinnoh,Mount Coronet (1F from exterior),27
42,Sinnoh,Mount Coronet (2F),27
42,Sinnoh,Mount Coronet (3F),26
42,Sinnoh,Mount Coronet (4F small room),27
42,Sinnoh,Mount Coronet (4F),37
42,Sinnoh,Mount Coronet (5F),27
42,Sinnoh,Mount Coronet (6F),27
42,Sinnoh,Mount Coronet (B1F),30
42,Sinnoh,Mount Coronet (exterior blizzard),10
42,Sinnoh,Mount Coronet (exterior snowfall),10
42,Sinnoh,Oreburgh Gate (B1F),10
42,Sinnoh,Ravaged Path,5
42,Sinnoh,Road 227,10
42,Sinnoh,Sendoff Spring,10
42,Sinnoh,Snowpoint Temple (1F),80
42,Sinnoh,Snowpoint Temple (B1F),80
42,Sinnoh,Snowpoint Temple (B2F),80
42,Sinnoh,Snowpoint Temple (B3F),80
42,Sinnoh,Snowpoint Temple (B4F),80
42,Sinnoh,Snowpoint Temple (B5F),80
42,Sinnoh,Stark Mountain entrance,20
42,Sinnoh,Stark Mountain exterior,10
42,Sinnoh,Stark Mountain main cavern,10
42,Sinnoh,Turnback Cave (after pillar 3),30
42,Sinnoh,Turnback Cave (before pillar 1),30
42,Sinnoh,Turnback Cave (between pillars 1 and 2),30
42,Sinnoh,Turnback Cave (between pillars 2 and 3),30
42,Sinnoh,Turnback Cave (pillar 1),30
42,Sinnoh,Turnback Cave (pillar 2),30
42,Sinnoh,Turnback Cave (pillar 3),30
42,Sinnoh,Victory Road (1F),20
42,Sinnoh,Victory Road (2F),20
42,Sinnoh,Victory Road (B1F),100
42,Sinnoh,Victory Road (inside B1F),100
42,Sinnoh,Victory Road (inside exit),20
42,Sinnoh,Victory Road (inside),20
42,Unova,Celestial Tower (3F),5
42,Unova,Celestial Tower (4F),10
42,Unova,Celestial Tower (5F),20
42,Unova,Dreamyard,20
42,Unova,Dreamyard (B1F),25
42,Unova,Giant Chasm,20
42,Unova,Giant Chasm (forest cave),20
42,Unova,Giant Chasm (outside),30
42,Unova,Road 13,30
42,Unova,Strange House (1F),15
42,Unova,Strange House (B1F),15
43,Hoenn,Road 110,10
43,Hoenn,Road 117,60
43,Hoenn,Road 119,100
43,Hoenn,Road 120,60
43,Hoenn,Road 121,15
43,Hoenn,Road 123,15
43,Hoenn,Safari Zone (NE/acro bike area),35
43,Hoenn,Safari Zone (NW/mach bike area),35
43,Hoenn,Safari Zone (SE),40
43,Hoenn,Safari Zone (SW),40
43,Johto,Ilex Forest,60
43,Johto,Safari Zone Marshland,20
43,Kalos,Friend Safari (Grass),33
43,Kalos,Road 6,30
43,Kanto,Berry Forest,10
43,Kanto,Bond Bridge,20
43,Kanto,Cape Brink,30
43,Kanto,Road 1,100
43,Kanto,Road 12,100
43,Kanto,Road 13,100
43,Kanto,Road 14,100
43,Kanto,Road 15,100
43,Kanto,"Road 2 (north, towards Pewter City)",100
43,Kanto,"Road 2 (south, towards Viridian City)",100
43,Kanto,Road 21,100
43,Kanto,Road 24,100
43,Kanto,Road 25,100
43,Kanto,Road 5,60
43,Kanto,Road 6,60
43,Kanto,Road 7,30
43,Kanto,Viridian Forest,100
43,Kanto,Water Path,10
43,Sinnoh,Road 224,20
43,Sinnoh,Road 229,13
43,Sinnoh,Road 230,20
44,Hoenn,Road 121,5
44,Hoenn,Road 123,5
44,Hoenn,Safari Zone (NE/acro bike area),15
44,Hoenn,Safari Zone (NW/mach bike area),15
44,Hoenn,Safari Zone (SE),5
44,Hoenn,Safari Zone (SW),5
44,Johto,Road 47,5
44,Johto,Road 48,20
44,Johto,Safari Zone Marshland,20
44,Kalos,Friend Safari (Poison),33
44,Kanto,Berry Forest,20
44,Kanto,Bond Bridge,10
44,Kanto,Cape Brink,15
44,Kanto,Cerulean Cave (1F),10
44,Kanto,Cerulean Cave (2F),5
44,Kanto,Road 12,100
44,Kanto,Road 13,100
44,Kanto,Road 14,100
44,Kanto,Road 15,100
44,Kanto,Road 21,100
44,Kanto,Road 24,5
44,Kanto,Road 5,10
44,Kanto,Water Path,5
44,Sinnoh,Road 224,5
44,Sinnoh,Road 229,30
44,Sinnoh,Road 230,20
45,Kanto,Road 21,100
46,Alola,Alola Route 11 Area,10
46,Alola,Brooklet Hill North,20
46,Alola,Brooklet Hill South,20
46,Alola,Lush Jungle North,30
46,Alola,Lush Jungle South,20
46,Alola,Lush Jungle West,10
46,Johto,Ilex Forest,35
46,Johto,Safari Zone Swamp,60
46,Kalos,Friend Safari (Bug),33
46,Kanto,Mount Moon (1F),100
46,Kanto,Mount Moon (2F),10
46,Kanto,Mount Moon (B1F),100
46,Kanto,Mount Moon (B2F),100
46,Kanto,"Safari Zone (Area 1, east)",15
46,Kanto,"Safari Zone (Area 2, north)",15
46,Kanto,Safari Zone (middle),5
46,Sinnoh,Great Marsh Area 1,10
46,Sinnoh,Great Marsh Area 2,10
46,Sinnoh,Great Marsh Area 3,10
46,Sinnoh,Great Marsh Area 4,10
46,Sinnoh,Great Marsh Area 5,10
46,Sinnoh,Great Marsh Area 6,10
47,Alola,Alola Route 11 Area,10
47,Johto,Mount Silver (2F),45
47,Kanto,Cerulean Cave (1F),50
47,Kanto,Cerulean Cave (2F),20
47,Kanto,Cerulean Cave (B1F),25
47,Kanto,"Safari Zone (Area 1, east)",5
47,Kanto,Safari Zone (middle),15
48,Johto,Ilex Forest,30
48,Johto,Lake of Rage,30
48,Johto,National Park,10
48,Johto,Road 43,70
48,Kanto,Berry Forest,10
48,Kanto,Bond Bridge,5
48,Kanto,Road 10,30
48,Kanto,Road 12,30
48,Kanto,Road 13,30
48,Kanto,Road 14,100
48,Kanto,Road 15,100
48,Kanto,Road 24,100
48,Kanto,Road 25,100
48,Kanto,Road 9,30
48,Kanto,"Safari Zone (Area 3, west)",15
48,Kanto,Safari Zone (middle),15
48,Sinnoh,Road 229,2
48,Unova,Unova Route 3 (Hidden Grotto – Pond),20
49,Hoenn,Mirage Island (Route 124),30
49,Hoenn,Mirage Island (South of Route 134),30
49,Hoenn,Mirage Island (West Of Dewford Town),10
49,Hoenn,Mirage Island (West Of Route 104),30
49,Johto,Road 43,5
49,Kalos,Friend Safari (Bug),33
49,Kalos,Friend Safari (Poison),33
49,Kanto,Berry Forest,5
49,Kanto,Cerulean Cave (1F),10
49,Kanto,Cerulean Cave (2F),20
49,Kanto,Road 10,10
49,Kanto,Road 13,10
49,Kanto,Road 14,100
49,Kanto,Road 15,100
49,Kanto,Road 24,5
49,Kanto,Road 25,20
49,Kanto,Road 9,10
49,Kanto,"Safari Zone (Area 2, north)",5
49,Kanto,"Safari Zone (Area 3, west)",5
49,Kanto,Victory Road 2 (3F),10
49,Sinnoh,Road 229,20
49,Unova,Dreamyard,10
50,Alola,Alola Route 5 Area,100
50,Alola,Alola Route 7 Area,100
50,Alola,Digletts Tunnel Area,100
50,Alola,Lush Jungle East Cave,30
50,Alola,Seaward Cave Area,30
50,Alola,Ten Carat Hill Inside,20
50,Alola,Verdant Cavern Trial Site,35
50,Johto,Road 48,4
50,Kanto,Digletts Cave,100
50,Kanto,Vermilion City,90
50,Sinnoh,Road 228,21
51,Alola,Haina Desert Area,50
51,Alola,Lush Jungle East Cave,30
51,Alola,Poni Coast Area,100
51,Alola,Resolution Cave Area,30
51,Alola,Vast Poni Canyon Inside,100
51,Alola,Vast Poni Canyon Northwest,20
51,Kalos,Friend Safari (Ground),33
51,Kalos,Road 13,40
51,Kanto,Digletts Cave,100
51,Sinnoh,Road 228,30
52,Alola,Alola Route 1 Hauoli Outskirts,30
52,Alola,Alola Route 1 Trainers School,50
52,Alola,Alola Route 2 South,30
52,Alola,Hauoli City Shopping District,10
52,Alola,Malie Garden Area,20
52,Johto,Road 35,20
52,Johto,Road 38,70
52,Johto,Road 39,70
52,Kanto,Bond Bridge,10
52,Kanto,Canyon Entrance,10
52,Kanto,Cape Brink,10
52,Kanto,Five Isle Meadow,10
52,Kanto,Kindle Road,10
52,Kanto,Road 11,30
52,Kanto,Road 24,100
52,Kanto,Road 25,100
52,Kanto,Road 5,70
52,Kanto,Road 6,70
52,Kanto,Road 7,90
52,Kanto,Road 8,90
52,Kanto,Ruin Valley,10
52,Kanto,Sevault Canyon,10
52,Kanto,Treasure Beach,10
52,Kanto,Water Path,10
53,Alola,Malie Garden Area,15
53,Hoenn,Mirage Island (Route 124),10
53,Kanto,Bond Bridge,5
53,Kanto,Canyon Entrance,5
53,Kanto,Cape Brink,5
53,Kanto,Cerulean Cave (1F),24
53,Kanto,Five Isle Meadow,5
53,Kanto,Kindle Road,5
53,Kanto,Road 7,15
53,Kanto,Ruin Valley,5
53,Kanto,Sevault Canyon,5
53,Kanto,Treasure Beach,5
53,Kanto,Water Path,5
54,Alola,Brooklet Hill North,50
54,Alola,Brooklet Hill South,50
54,Alola,Malie Garden Area,10
54,Alola,Sandy Cave Area,30
54,Alola,Seaward Cave Area,35
54,Alola,Ten Carat Hill Inside,10
54,Hoenn,Safari Zone (NE/acro bike area),5
54,Hoenn,Safari Zone (NW/mach bike area),95
54,Hoenn,Safari Zone (SE),5
54,Hoenn,Safari Zone (SW),100
54,Johto,Ilex Forest,100
54,Johto,National Park,30
54,Johto,Road 35,90
54,Johto,Safari Zone Wetland,40
54,Kalos,Road 22,100
54,Kalos,Road 7,35
54,Kanto,Berry Forest,100
54,Kanto,Bond Bridge,6
54,Kanto,Canyon Entrance,5
54,Kanto,Cape Brink,100
54,Kanto,Celadon City,99
54,Kanto,Cerulean Cave (1F),100
54,Kanto,Cerulean Cave (2F),90
54,Kanto,Cerulean Cave (B1F),100
54,Kanto,Cerulean City,33
54,Kanto,Cinnabar Island,1
54,Kanto,Five Island,1
54,Kanto,Five Isle Meadow,6
54,Kanto,Four Island,35
54,Kanto,Fuchsia City,100
54,Kanto,Green Path,1
54,Kanto,Icefall Cave (entrance),40
54,Kanto,Icefall Cave (waterfall),6
54,Kanto,Kindle Road,6
54,Kanto,Memorial Pillar,1
54,Kanto,One Island,1
54,Kanto,Outcast Island,1
54,Kanto,Pallet Town,1
54,Kanto,Resort Gorgeous,1
54,Kanto,Road 10,1
54,Kanto,Road 11,1
54,Kanto,Road 12,1
54,Kanto,Road 13,1
54,Kanto,Road 17,100
54,Kanto,Road 19,1
54,Kanto,Road 20,1
54,Kanto,Road 21,1
54,Kanto,Road 22,100
54,Kanto,Road 23,100
54,Kanto,Road 24,100
54,Kanto,Road 25,100
54,Kanto,Road 4,100
54,Kanto,Road 6,100
54,Kanto,Ruin Valley,10
54,Kanto,S.S. Anne,1
54,Kanto,"Safari Zone (Area 1, east)",100
54,Kanto,"Safari Zone (Area 2, north)",100
54,Kanto,"Safari Zone (Area 3, west)",100
54,Kanto,Safari Zone (middle),100
54,Kanto,Seafoam Islands (1F),55
54,Kanto,Seafoam Islands (B1F),40
54,Kanto,Seafoam Islands (B2F),40
54,Kanto,Seafoam Islands (B3F),35
54,Kanto,Seafoam Islands (B4F),40
54,Kanto,Tanoby Ruins,1
54,Kanto,Trainer Tower,1
54,Kanto,Treasure Beach,6
54,Kanto,Vermilion City,1
54,Kanto,Viridian City,100
54,Kanto,Water Labyrinth,1
54,Kanto,Water Path,6
54,Sinnoh,Celestic Town,90
54,Sinnoh,Eterna City,90
54,Sinnoh,Great Marsh Area 1,45
54,Sinnoh,Great Marsh Area 2,45
54,Sinnoh,Great Marsh Area 3,45
54,Sinnoh,Great Marsh Area 4,45
54,Sinnoh,Great Marsh Area 6,45
54,Sinnoh,Lake Acuity,100
54,Sinnoh,Lake Valor,100
54,Sinnoh,Lake Verity (after Galactic intervention),90
54,Sinnoh,Lake Verity (before Galactic intervention),90
54,Sinnoh,Oreburgh Gate (1F),35
54,Sinnoh,Oreburgh Gate (B1F),95
54,Sinnoh,Ravaged Path,95
54,Sinnoh,Resort Area,10
54,Sinnoh,Road 203,90
54,Sinnoh,"Road 204 (north, towards Floaroma Town)",90
54,Sinnoh,"Road 204 (south, towards Jubilife City)",90
54,Sinnoh,"Road 205 (east, towards Eterna City)",90
54,Sinnoh,Road 208,100
54,Sinnoh,Road 209,90
54,Sinnoh,"Road 210 (west, towards Celestic Town)",100
54,Sinnoh,"Road 212 (north, towards Hearthome City)",90
54,Sinnoh,Road 214,90
54,Sinnoh,Road 225,10
54,Sinnoh,Twinleaf Town,90
54,Unova,Floccesy Ranch (inner),10
55,Alola,Poni Gauntlet Area,15
55,Alola,Vast Poni Canyon Northwest,20
55,Hoenn,Safari Zone (NW/mach bike area),5
55,Johto,Ilex Forest,10
55,Johto,Mount Silver (1F top),10
55,Johto,Mount Silver (2F),90
55,Johto,Mount Silver (3F),20
55,Johto,Mount Silver (4F),30
55,Johto,Mount Silver (mountainside),5
55,Johto,Mount Silver (top),40
55,Johto,Road 35,10
55,Johto,Safari Zone Wetland,20
55,Kanto,Berry Forest,5
55,Kanto,Cape Brink,10
55,Kanto,Cerulean Cave (1F),100
55,Kanto,Cerulean Cave (2F),10
55,Kanto,Cerulean Cave (B1F),100
55,Kanto,Road 6,10
55,Kanto,Seafoam Islands (1F),10
55,Kanto,Seafoam Islands (B1F),14
55,Kanto,Seafoam Islands (B2F),14
55,Kanto,Seafoam Islands (B3F),16
55,Kanto,Seafoam Islands (B4F),16
55,Sinnoh,Celestic Town,10
55,Sinnoh,Eterna City,10
55,Sinnoh,Great Marsh Area 1,10
55,Sinnoh,Great Marsh Area 2,10
55,Sinnoh,Great Marsh Area 3,10
55,Sinnoh,Great Marsh Area 4,10
55,Sinnoh,Great Marsh Area 5,10
55,Sinnoh,Great Marsh Area 6,10
55,Sinnoh,Lake Acuity,25
55,Sinnoh,Lake Valor,25
55,Sinnoh,Lake Verity (after Galactic intervention),10
55,Sinnoh,Lake Verity (before Galactic intervention),10
55,Sinnoh,Oreburgh Gate (B1F),5
55,Sinnoh,Ravaged Path,5
55,Sinnoh,Resort Area,100
55,Sinnoh,Road 203,10
55,Sinnoh,"Road 204 (north, towards Floaroma Town)",10
55,Sinnoh,"Road 204 (south, towards Jubilife City)",10
55,Sinnoh,"Road 205 (east, towards Eterna City)",10
55,Sinnoh,Road 208,10
55,Sinnoh,Road 209,10
55,Sinnoh,"Road 210 (west, towards Celestic Town)",10
55,Sinnoh,"Road 212 (north, towards Hearthome City)",10
55,Sinnoh,Road 214,10
55,Sinnoh,Road 225,90
55,Sinnoh,Road 226,10
55,Sinnoh,Road 230,10
55,Sinnoh,Sendoff Spring,100
55,Sinnoh,Twinleaf Town,10
55,Unova,Abundant Shrine,20
55,Unova,Abundant Shrine (Hidden Grotto – Shrine),20
55,Unova,Nature Sanctuary,20
55,Unova,Road 11,40
55,Unova,Road 14,50
55,Unova,Road 22,20
55,Unova,Road 23,20
55,Unova,Seaside Cave (1F),35
55,Unova,Seaside Cave (B1F),20
55,Unova,Unova Route 23 (Hidden Grotto),10
55,Unova,Village Bridge,70
56,Alola,Alola Route 3 North,30
56,Alola,Alola Route 3 South,30
56,Johto,Road 42,90
56,Kalos,Friend Safari (Fighting),33
56,Kanto,Road 22,45
56,Kanto,Road 23,30
56,Kanto,Road 3,100
56,Kanto,Road 4,100
56,Kanto,Road 5,25
56,Kanto,Road 6,25
56,Kanto,Road 7,30
56,Kanto,Road 8,30
56,Kanto,Road 9,90
56,Kanto,Rock Tunnel (1F),15
56,Kanto,Rock Tunnel (B1F),15
56,Sinnoh,Road 225,2
56,Sinnoh,Road 226,2
57,Alola,Poni Plains West,80
57,Kanto,Cerulean Cave (1F),24
57,Kanto,Road 23,5
57,Kanto,Road 9,15
57,Kanto,Victory Road 2 (2F),10
57,Sinnoh,Road 225,20
57,Sinnoh,Road 226,20
58,Alola,Alola Route 2 North,20
58,Johto,Road 35,40
58,Johto,Road 36,35
58,Johto,Road 37,80
58,Johto,Road 48,29
58,Kalos,Friend Safari (Fire),33
58,Kanto,Pokemon Mansion (1F),20
58,Kanto,Pokemon Mansion (2F),20
58,Kanto,Pokemon Mansion (3F),20
58,Kanto,Pokemon Mansion (B1F),15
58,Kanto,Road 5,100
58,Kanto,Road 6,100
58,Kanto,Road 7,100
58,Kanto,Road 8,100
58,Sinnoh,Road 201,8
58,Sinnoh,Road 202,8
58,Unova,Virbank Complex (inner),40
59,Kanto,Road 7,100
59,Kanto,Road 8,100
60,Alola,Brooklet Hill North,60
60,Alola,Brooklet Hill South,60
60,Alola,Malie Garden Area,20
60,Johto,Blackthorn City,100
60,Johto,Ecruteak City,100
60,Johto,Ilex Forest,100
60,Johto,Mount Silver (outside),100
60,Johto,Road 30,100
60,Johto,Road 31,100
60,Johto,Road 35,100
60,Johto,Road 43,100
60,Johto,Road 44,100
60,Johto,Road 45,100
60,Johto,Road 47 (cave gate),55
60,Johto,Ruins of Alph (outside),100
60,Johto,Safari Zone Marshland,80
60,Johto,Safari Zone Meadow,100
60,Johto,Safari Zone Rocky Beach,30
60,Johto,Safari Zone Wetland,100
60,Johto,Unknown Area; all Poliwag,100
60,Johto,Violet City,100
60,Kalos,Couriway Town,100
60,Kalos,Frost Cavern (unknown area 313),100
60,Kalos,Frost Cavern (unknown area 315),100
60,Kalos,Laverre City,100
60,Kalos,Pokemon Village,100
60,Kalos,Road 14,100
60,Kalos,Road 15,100
60,Kalos,Road 16,100
60,Kalos,Road 19,100
60,Kalos,Road 21,100
60,Kalos,Victory Road (unknown area 322),100
60,Kalos,Victory Road (unknown area 327),100
60,Kalos,Victory Road (unknown area 328),100
60,Kanto,Berry Forest,20
60,Kanto,Cape Brink,100
60,Kanto,Celadon City,50
60,Kanto,Cerulean Cave (1F),100
60,Kanto,Cerulean Cave (2F),100
60,Kanto,Cerulean Cave (B1F),100
60,Kanto,Cerulean City,50
60,Kanto,Cinnabar Island,50
60,Kanto,Four Island,100
60,Kanto,Fuchsia City,50
60,Kanto,Icefall Cave (entrance),100
60,Kanto,Mount Moon Square,100
60,Kanto,Pallet Town,100
60,Kanto,Road 10,50
60,Kanto,Road 11,50
60,Kanto,Road 12,50
60,Kanto,Road 13,50
60,Kanto,Road 17,50
60,Kanto,Road 18,50
60,Kanto,Road 19,50
60,Kanto,Road 20,50
60,Kanto,Road 21,50
60,Kanto,Road 22,100
60,Kanto,Road 23,100
60,Kanto,Road 24,50
60,Kanto,Road 25,100
60,Kanto,Road 28,100
60,Kanto,Road 6,100
60,Kanto,Ruin Valley,100
60,Kanto,S.S. Anne dock,50
60,Kanto,"Safari Zone (Area 1, east)",50
60,Kanto,"Safari Zone (Area 2, north)",50
60,Kanto,"Safari Zone (Area 3, west)",50
60,Kanto,Safari Zone (middle),50
60,Kanto,Seafoam Islands (B3F),50
60,Kanto,Seafoam Islands (B4F),50
60,Kanto,Vermilion City,50
60,Kanto,Viridian City,100
60,Sinnoh,Road 225,45
60,Sinnoh,Road 227,30
60,Sinnoh,Road 228,30
60,Unova,Challengers Cave (B2F),45
60,Unova,Clay Tunnel,60
60,Unova,Floccesy Ranch (inner),60
60,Unova,Floccesy Ranch (outer),60
60,Unova,Giant Chasm,60
60,Unova,Giant Chasm (forest cave),45
60,Unova,Lostlorn Forest,60
60,Unova,Relic Tunnel (Relic Castle entrance),60
60,Unova,Road 19,60
60,Unova,Road 20,60
60,Unova,Road 23,60
60,Unova,Road 6,60
60,Unova,Victory Road (unknown area 53),45
60,Unova,Victory Road (unknown area 58),45
60,Unova,Victory Road 2 (unknown area 71),60
60,Unova,Victory Road 2 (unknown area 73),60
60,Unova,Victory Road 2 (unknown area 75),60
60,Unova,Victory Road 2 (unknown area 78),60
60,Unova,Victory Road 2 (unknown area 79),60
60,Unova,Wellspring Cave,60
61,Alola,Malie Garden Area,30
61,Johto,Ecruteak City,10
61,Johto,Mount Silver (outside),100
61,Johto,Road 30,10
61,Johto,Road 31,10
61,Johto,Road 44,20
61,Johto,Safari Zone Marshland,100
61,Johto,Safari Zone Meadow,80
61,Johto,Safari Zone Rocky Beach,20
61,Johto,Safari Zone Wetland,80
61,Johto,Violet City,10
61,Kalos,Couriway Town,100
61,Kalos,Friend Safari (Water),33
61,Kalos,Frost Cavern (unknown area 313),100
61,Kalos,Frost Cavern (unknown area 315),100
61,Kalos,Laverre City,100
61,Kalos,Pokemon Village,100
61,Kalos,Road 14,100
61,Kalos,Road 15,100
61,Kalos,Road 16,100
61,Kalos,Road 19,95
61,Kalos,Road 21,95
61,Kalos,Victory Road (unknown area 322),100
61,Kalos,Victory Road (unknown area 327),100
61,Kalos,Victory Road (unknown area 328),100
61,Kanto,Cape Brink,40
61,Kanto,Celadon City,50
61,Kanto,Cerulean Cave (1F),100
61,Kanto,Cerulean Cave (2F),60
61,Kanto,Cerulean Cave (B1F),100
61,Kanto,Four Island,40
61,Kanto,Icefall Cave (entrance),40
61,Kanto,Road 10,50
61,Kanto,Road 22,100
61,Kanto,Road 23,100
61,Kanto,Road 25,100
61,Kanto,Road 28,50
61,Kanto,Road 6,40
61,Kanto,Ruin Valley,40
61,Kanto,Viridian City,40
61,Sinnoh,Road 225,75
61,Sinnoh,Road 227,70
61,Sinnoh,Road 228,70
61,Unova,Challengers Cave (B2F),70
61,Unova,Clay Tunnel,55
61,Unova,Floccesy Ranch (inner),55
61,Unova,Floccesy Ranch (outer),55
61,Unova,Giant Chasm,70
61,Unova,Giant Chasm (forest cave),70
61,Unova,Lostlorn Forest,55
61,Unova,Pinwheel Forest (Hidden Grotto – Outer area),5
61,Unova,Relic Tunnel (Relic Castle entrance),55
61,Unova,Road 19,55
61,Unova,Road 20,55
61,Unova,Road 23,55
61,Unova,Road 6,70
61,Unova,Victory Road (unknown area 53),70
61,Unova,Victory Road (unknown area 58),70
61,Unova,Victory Road 2 (unknown area 71),55
61,Unova,Victory Road 2 (unknown area 73),55
61,Unova,Victory Road 2 (unknown area 75),55
61,Unova,Victory Road 2 (unknown area 78),55
61,Unova,Victory Road 2 (unknown area 79),55
61,Unova,Wellspring Cave,70
