Number,HeightM,WeightKg,BaseExperience,ArtworkURL,AnimatedGifURL,CaptureRate,BaseHappiness,GenderRate,Genus,FlavorText,Color,Shape,Habitat,EggGroup1,EggGroup2,GrowthRate
72,0.9,45.5,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/72.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/72.gif,190,70,4,Jellyfish Pokémon,"They fire beams from the glassy, magenta orbs that resemble eyes atop their heads, and they drift in shallow seas. During low tide, they can sometimes be found on beaches, desiccated.",Blue,Tentacles,Sea,Water3,,Slow
73,1.6,55.0,180,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/73.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/73.gif,60,70,4,Jellyfish Pokémon,"It has 80 tentacles, each with a venomous tip. These tentacles are also extendible, lengthening when Tentacruel attempts to catch prey. Use caution.",Blue,Tentacles,Sea,Water3,,Slow
74,0.4,20.0,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/74.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/74.gif,255,70,4,Rock Pokémon,"Makes its home in mountainous regions, using its arms to climb along harsh mountain roads. Can be troublesome—carelessly kicking one will cause it to fly into a rage and chase after you.",Brown,Arms,Mountain,Mineral,,Medium Slow
75,1.0,105.0,137,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/75.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/75.gif,120,70,4,Rock Pokémon,"Dwells in holes dug into sheer walls of stone. It enjoys rolling down slopes as though it were a boulder during a rockfall, so keep an eye upward while traversing mountain roads.",Brown,Humanoid,Mountain,Mineral,,Medium Slow
76,1.4,300.0,223,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/76.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/76.gif,45,70,4,Megaton Pokémon,"The rocklike shell is shed each year. The cast-off shell then crumbles, reverting to a mass of soil, which can be spread across fields to promote crop growth.",Brown,Humanoid,Mountain,Mineral,,Medium Slow
77,1.0,30.0,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/77.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/77.gif,190,70,4,Fire Horse Pokémon,"These Pokémon live in herds out in the grassland. Newborn foals lack their fiery manes, which will develop about an hour after birth.",Yellow,Quadruped,Grassland,Ground,,Medium
78,1.7,95.0,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/78.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/78.gif,60,70,4,Fire Horse Pokémon,"Fiery mane aglow, Rapidash darts like an arrow across the land. This prodigiously swift creature can traverse the vast region of Hisui in a day and a half.",Yellow,Quadruped,Grassland,Ground,,Medium
79,1.2,36.0,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/79.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/79.gif,190,70,4,Dopey Pokémon,"When this Pokémon’s tail is soaked in water, sweetness seeps from it. Slowpoke uses this trait to lure in and fish up other Pokémon.",Pink,Quadruped,Waters Edge,Monster,Water1,Medium
80,1.6,78.5,172,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/80.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/80.gif,75,70,4,Hermit Crab Pokémon,"Being bitten by a Shellder shocked this Pokémon into standing on two legs. If the Shellder lets go, it seems Slowbro will turn back into a Slowpoke.",Pink,Upright,Waters Edge,Monster,Water1,Medium
81,0.3,6.0,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/81.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/81.gif,190,70,-1,Magnet Pokémon,"A bizarre Pokémon with but a single eye embedded in an iron sphere. I suspect this creature levitates due to the magnetism it emits from its arms, which resemble horseshoe-shaped magnets.",Gray,Arms,Rough Terrain,Mineral,,Medium
82,1.0,60.0,163,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/82.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/82.gif,60,70,-1,Magnet Pokémon,"Three Magnemite gathered to evolve into this Pokémon. The source of much vexation on my part, as its powerful magnetism destroys my research equipment.",Gray,Heads,Rough Terrain,Mineral,,Medium
83,0.8,15.0,132,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/83.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/83.gif,45,70,4,Wild Duck Pokémon,"They use a plant stalk as a weapon, but not all of them use it in the same way. Several distinct styles of stalk fighting have been observed.",Brown,Wings,Grassland,Flying,Ground,Medium
84,1.4,39.2,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/84.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/84.gif,190,70,4,Twin Bird Pokémon,"Its short wings make flying difficult. Instead, this Pokémon runs at high speed on developed legs.",Brown,Legs,Grassland,Flying,,Medium
85,1.8,85.2,165,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/85.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/85.gif,45,70,4,Triple Bird Pokémon,One of Doduo’s two heads splits to form a unique species. It runs close to 40 mph in prairies.,Brown,Legs,Grassland,Flying,,Medium
86,1.1,90.0,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/86.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/86.gif,190,70,4,Sea Lion Pokémon,Loves freezing-cold conditions. Relishes swimming in a frigid climate of around 14 degrees Fahrenheit.,White,Fish,Sea,Water1,Ground,Medium
87,1.7,120.0,166,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/87.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/87.gif,75,70,4,Sea Lion Pokémon,"Its entire body is a snowy white. Unharmed by even intense cold, it swims powerfully in icy waters.",White,Fish,Sea,Water1,Ground,Medium
88,0.9,30.0,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/88.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/88.gif,190,70,4,Sludge Pokémon,Made of congealed sludge. It smells too putrid to touch. Even weeds won’t grow in its path.,Purple,Arms,Urban,Indeterminate,,Medium
89,1.2,30.0,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/89.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/89.gif,75,70,4,Sludge Pokémon,"Smells so awful, it can cause fainting. Through degeneration of its nose, it lost its sense of smell.",Purple,Arms,Urban,Indeterminate,,Medium
90,0.3,4.0,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/90.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/90.gif,190,70,4,Bivalve Pokémon,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,Purple,Ball,Sea,Water3,,Slow
91,1.5,132.5,184,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/91.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/91.gif,60,70,4,Bivalve Pokémon,"Once it slams its shell shut, it is impossible to open, even by those with superior strength.",Purple,Ball,Sea,Water3,,Slow
92,1.3,0.1,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/92.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/92.gif,190,70,4,Gas Pokémon,Gaseous and completely impalpable. Also highly dangerous— inhaling part of its poisonous body will cause one to faint instantly.,Purple,Ball,Cave,Indeterminate,,Medium Slow
93,1.6,0.1,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/93.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/93.gif,90,70,4,Gas Pokémon,"This frightful, malevolent spirit can glide through walls, appearing wherever it likes. According to rumor, victims of a Haunter's lick will wither to death day by day.",Purple,Arms,Cave,Indeterminate,,Medium Slow
94,1.5,40.5,225,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/94.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/94.gif,45,70,4,Shadow Pokémon,"Possesses potential victims' shadows in an effort to steal away the victims' lives. If your shadow begins to laugh, you must take hold of a protective charm posthaste!",Purple,Upright,Cave,Indeterminate,,Medium Slow
95,8.8,210.0,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/95.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/95.gif,45,70,4,Rock Snake Pokémon,"This chain of immense stones resembles a giant serpent. Tremors shake the earth above as it burrows deep beneath the ground, feeding on boulders as it goes.",Gray,Squiggle,Cave,Mineral,,Medium
96,1.0,32.4,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/96.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/96.gif,190,70,4,Hypnosis Pokémon,"If you sleep by it all the time, it will sometimes show you dreams it had eaten in the past.",Yellow,Humanoid,Grassland,Humanshape,,Medium
97,1.6,75.6,169,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/97.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/97.gif,75,70,4,Hypnosis Pokémon,Avoid eye contact if you come across one. It will try to put you to sleep by using its pendulum.,Yellow,Humanoid,Grassland,Humanshape,,Medium
98,0.4,6.5,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/98.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/98.gif,225,70,4,River Crab Pokémon,"If it senses danger approaching, it cloaks itself with bubbles from its mouth so it will look bigger.",Red,Armor,Waters Edge,Water3,,Medium
99,1.3,60.0,166,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/99.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/99.gif,60,70,4,Pincer Pokémon,"Its oversized claw is very powerful, but when it’s not in battle, the claw just gets in the way.",Red,Armor,Waters Edge,Water3,,Medium
100,0.5,10.4,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/100.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/100.gif,190,70,-1,Ball Pokémon,"An enigmatic Pokémon that happens to bear a resemblance to a Poké Ball. When excited, it discharges the electric current it has stored in its belly, then lets out a great, uproarious laugh.",Red,Ball,Urban,Mineral,,Medium
101,1.2,66.6,172,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/101.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/101.gif,60,70,-1,Ball Pokémon,"The tissue on the surface of its body is curiously similar in composition to an Apricorn. When irritated, this Pokémon lets loose an electric current equal to 20 lightning bolts.",Red,Ball,Urban,Mineral,,Medium
102,0.4,2.5,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/102.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/102.gif,90,70,4,Egg Pokémon,"These Pokémon get nervous when they’re not in a group of six. The minute even one member of the group goes missing, Exeggcute become cowardly.",Pink,Heads,Forest,Plant,,Slow
103,2.0,120.0,186,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/103.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/103.gif,45,70,4,Coconut Pokémon,"When they work together, Exeggutor’s three heads can put out powerful psychic energy. Cloudy days make this Pokémon sluggish.",Yellow,Legs,Forest,Plant,,Slow
104,0.4,6.5,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/104.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/104.gif,190,70,4,Lonely Pokémon,"This Pokémon wears the skull of its deceased mother. Sometimes Cubone’s dreams make it cry, but each tear Cubone sheds makes it stronger.",Brown,Upright,Mountain,Monster,,Medium
105,1.0,45.0,149,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/105.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/105.gif,75,70,4,Bone Keeper Pokémon,"When this Pokémon evolved, the skull of its mother fused to it. Marowak’s temperament also turned vicious at the same time.",Brown,Upright,Mountain,Monster,,Medium
106,1.5,49.8,159,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/106.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/106.gif,45,70,0,Kicking Pokémon,The legs freely contract and stretch. The stretchy legs allow it to hit a distant foe with a rising kick.,Brown,Humanoid,Urban,Humanshape,,Medium
107,1.4,50.2,159,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/107.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/107.gif,45,70,0,Punching Pokémon,"Its punches slice the air. However, it seems to need a short break after fighting for three minutes.",Brown,Humanoid,Urban,Humanshape,,Medium
108,1.2,65.5,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/108.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/108.gif,45,70,4,Licking Pokémon,"Wields its long tongue deftly, as though it were an arm. The Pokémon's viscous saliva, once it has been collected and boiled down, yields a strong and highly useful adhesive.",Pink,Upright,Grassland,Monster,,Medium
109,0.6,1.0,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/109.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/109.gif,190,70,4,Poison Gas Pokémon,It adores polluted air. Some claim that Koffing used to be more plentiful in the Galar region than they are now.,Purple,Ball,Urban,Indeterminate,,Medium
110,1.2,9.5,172,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/110.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/110.gif,60,70,4,Poison Gas Pokémon,"It can’t suck in air quite as well as a Galarian Weezing, but the toxins it creates are more potent than those of its counterpart.",Purple,Heads,Urban,Indeterminate,,Medium
